,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
445,0,0,0,0,57,1,1,2,0,1,1,0,1,1,0,1,0,112,5156,1
447,0,0,1,1,48,1,1,0,2,2,2,2,2,2,2,1,2,397,498,0
448,1,0,1,1,71,1,0,2,0,0,1,0,1,1,0,1,0,1487,5819,0
449,1,0,1,1,70,1,0,2,1,1,0,1,1,1,2,0,2,104,5832,0
450,0,0,0,0,61,1,1,0,2,2,2,2,2,2,1,0,1,390,1119,0
451,0,1,0,0,15,1,0,1,1,0,1,1,0,1,0,1,1,1014,981,0
452,1,0,1,0,57,0,2,1,0,1,1,1,1,1,0,1,2,851,3105,0
453,0,0,1,1,21,1,0,2,0,0,0,0,0,1,0,1,0,1225,1859,1
454,0,0,1,0,58,1,1,0,2,2,2,2,2,2,2,0,1,384,769,0
455,0,0,0,0,17,1,1,2,0,1,1,0,1,1,0,1,0,77,2139,0
456,1,0,1,1,21,1,0,2,0,1,1,1,1,0,1,0,2,1451,2403,0
457,0,0,1,1,24,1,0,1,0,1,1,1,1,1,2,0,2,1220,2004,0
460,1,0,0,1,56,1,0,0,2,2,2,2,2,2,0,0,1,326,6,0
461,0,0,1,0,17,1,0,1,0,1,0,0,1,1,0,1,2,1008,1076,0
462,1,0,1,1,34,1,1,2,0,0,1,0,1,1,0,0,0,23,3297,1
463,1,0,0,0,67,1,1,2,0,1,0,0,1,1,0,1,0,1581,5337,1
464,1,1,1,0,70,1,1,2,1,1,1,1,1,1,2,1,2,277,6181,0
465,1,0,0,0,68,0,2,1,0,0,0,1,0,1,2,1,1,547,2425,0
466,1,1,1,0,61,1,1,2,0,0,1,1,1,1,2,0,0,40,5228,0
467,1,0,1,1,70,1,1,2,0,1,0,0,1,0,1,1,0,1391,5256,0
468,0,0,0,1,39,1,0,0,2,2,2,2,2,2,2,0,1,331,6263,0
472,1,0,1,0,72,1,0,1,0,0,1,0,1,1,0,1,1,1020,4670,0
473,1,0,1,0,17,1,0,1,1,0,0,1,0,0,0,0,1,735,578,0
475,1,0,0,0,17,1,1,2,0,1,0,0,0,0,0,1,0,1209,1432,1
476,1,1,1,1,29,1,0,1,0,1,0,1,1,1,0,1,0,1132,2386,0
477,0,0,1,1,67,1,0,1,1,1,1,1,1,0,0,1,0,1125,4597,0
478,1,0,0,0,45,1,0,2,0,0,0,1,1,1,0,1,0,1514,3856,1
481,0,0,1,0,43,0,2,1,1,0,1,0,0,1,0,1,2,615,1763,1
482,0,1,0,0,13,1,0,2,0,0,0,0,0,1,0,1,0,1233,1156,0
483,0,0,1,0,70,1,1,2,0,1,1,1,1,1,1,1,2,160,6026,0
484,0,0,1,1,71,1,0,2,0,1,0,0,1,0,0,1,0,1270,5384,1
485,1,0,1,1,70,1,1,2,0,0,0,0,0,1,2,1,3,1289,5005,0
487,1,0,0,0,70,1,1,1,0,1,1,1,1,1,2,1,2,1369,5047,0
490,1,0,1,1,60,1,1,2,0,1,1,0,1,1,2,1,2,90,5265,0
493,1,1,1,0,58,1,1,1,0,1,0,0,0,1,1,0,2,913,3347,0
495,1,0,0,0,15,0,2,1,0,1,1,0,0,1,1,1,2,584,6333,1
496,1,0,1,0,21,1,0,1,1,1,0,1,0,0,0,0,1,865,1320,0
497,0,0,1,0,68,1,0,0,2,2,2,2,2,2,2,0,2,329,725,0
498,0,1,0,0,45,0,2,1,0,1,0,0,0,0,0,0,0,428,568,1
500,1,0,0,0,28,1,1,2,1,1,1,1,1,1,1,0,3,281,3337,0
501,0,1,1,0,69,1,1,2,1,0,0,0,0,0,2,1,3,1218,4688,0
502,0,0,1,1,68,1,1,1,1,0,0,0,0,1,1,0,2,936,3873,0
503,0,0,1,1,48,1,0,2,1,0,1,1,0,0,0,1,2,1280,3681,0
504,1,0,0,1,66,1,1,1,1,1,1,1,1,0,2,1,3,1193,4572,0
505,0,1,0,0,13,1,1,2,0,1,1,0,0,1,0,1,0,1474,1315,1
508,0,0,1,1,56,1,1,2,0,0,0,1,0,0,0,1,0,1214,4252,1
510,1,1,1,1,13,1,0,2,1,0,1,1,0,1,1,0,3,1478,1372,0
511,1,0,0,0,58,1,1,2,1,0,1,0,1,1,0,1,0,123,5094,0
512,0,1,1,0,45,1,1,2,0,0,0,0,0,0,0,1,0,1098,2897,1
513,0,0,0,0,52,1,1,2,0,1,0,1,1,1,0,1,2,103,4852,0
514,1,0,0,0,24,1,1,2,1,1,1,1,0,0,0,1,3,1492,2464,0
515,1,0,0,0,35,1,1,2,0,0,1,1,1,1,0,0,2,90,3525,1
516,0,0,0,0,21,1,0,1,1,0,0,1,0,0,1,0,1,749,982,0
517,0,1,1,0,45,1,0,2,0,0,0,0,0,0,0,0,0,1020,2621,0
518,0,1,1,0,20,1,0,2,1,0,0,0,0,0,0,1,2,1115,1527,1
520,1,0,1,1,64,1,1,2,0,1,1,0,1,1,1,1,0,102,5492,0
521,1,1,1,0,22,1,1,1,0,0,0,0,0,0,0,1,0,712,819,0
522,1,0,1,1,51,1,1,2,0,0,0,0,0,1,0,0,2,1309,3991,0
523,0,0,0,0,16,1,1,2,0,0,0,0,0,0,0,0,2,1123,1280,1
524,1,0,1,0,28,1,1,2,0,0,1,0,1,1,0,1,0,1,3017,1
525,1,0,0,0,48,1,0,2,1,0,1,0,1,0,1,0,0,1422,4006,0
526,1,1,1,1,70,1,1,2,1,1,1,1,1,1,2,1,3,273,6170,0
527,1,0,1,1,54,1,1,2,0,1,0,1,1,0,1,1,3,1486,4510,0
528,1,0,1,1,29,1,0,0,2,2,2,2,2,2,2,0,1,325,5417,0
529,0,1,0,0,52,1,1,2,0,1,1,1,1,0,2,1,2,1583,4709,0
530,0,0,1,1,17,1,0,0,2,2,2,2,2,2,2,1,3,355,4150,0
531,1,0,1,1,68,1,0,0,2,2,2,2,2,2,2,0,3,334,656,0
533,1,1,1,1,65,1,1,2,0,0,1,1,1,1,1,1,3,136,5702,0
536,0,0,1,0,60,1,1,2,0,1,0,0,0,0,0,1,2,1235,4257,0
537,0,0,1,1,27,1,0,1,1,1,1,0,0,0,1,1,1,818,1557,0
538,0,0,1,0,66,1,0,2,0,1,0,0,1,1,1,1,3,1505,5344,0
539,0,0,1,1,57,1,0,1,0,1,1,1,1,1,2,1,2,1216,4191,0
540,0,0,1,1,70,1,1,2,1,1,1,1,1,1,2,1,2,235,6111,0
545,1,0,1,1,28,1,0,2,0,0,0,0,0,1,1,1,2,1183,2292,0
546,1,0,1,1,33,1,0,2,0,1,0,0,1,0,0,1,1,1325,2843,1
547,0,0,0,0,62,1,1,2,0,1,0,1,1,1,1,1,2,95,5345,0
548,1,1,1,0,46,1,1,2,1,1,1,0,1,0,1,1,2,36,4407,0
550,1,0,1,1,70,1,1,2,1,1,1,0,1,1,2,1,2,194,5999,0
551,0,0,1,1,70,1,1,2,1,1,1,1,1,1,2,1,2,271,6106,0
552,1,0,1,1,51,1,0,0,2,2,2,2,2,2,2,0,2,320,291,0
553,0,0,1,1,16,1,1,0,2,2,2,2,2,2,2,1,3,408,4326,0
554,1,0,0,0,26,1,1,2,0,1,0,0,0,0,0,1,2,1211,2245,1
555,0,0,1,1,52,1,1,1,1,0,1,0,0,1,1,1,2,994,3264,0
557,1,0,0,0,32,1,0,1,1,1,0,1,1,0,1,0,1,1031,2353,0
560,1,0,1,0,52,1,1,2,0,1,0,1,1,1,1,1,0,138,4936,0
561,1,0,1,0,23,1,1,0,2,2,2,2,2,2,0,1,1,369,6295,0
562,1,0,1,1,67,1,0,1,1,0,0,0,1,1,0,0,3,1013,4334,0
563,1,0,1,1,55,1,1,2,0,0,1,0,1,1,2,1,3,1575,4818,0
564,1,0,0,0,67,1,0,1,0,0,1,1,1,0,0,0,2,918,3778,0
565,1,0,1,1,69,1,0,1,1,0,1,1,0,1,2,1,3,1036,4208,0
567,1,0,1,0,69,1,1,1,1,1,0,1,1,0,2,0,3,1081,4469,0
568,0,0,0,0,29,1,1,2,0,0,1,0,1,1,0,1,0,5,3057,1
570,0,0,1,1,57,1,0,0,2,2,2,2,2,2,2,1,3,318,201,0
571,1,1,0,0,42,1,1,1,0,1,0,1,0,0,2,0,2,839,2393,0
573,1,0,1,0,52,1,1,2,0,1,0,0,1,1,1,0,3,6,4650,1
574,0,1,1,0,21,1,1,2,0,1,1,1,1,1,0,1,0,204,2784,0
575,1,0,1,0,58,1,0,1,1,1,0,1,1,1,2,1,1,1225,4016,0
576,1,0,1,1,25,1,1,2,1,0,1,0,1,0,1,0,2,1547,2675,0
577,1,0,0,0,72,1,0,2,0,0,0,0,0,0,0,1,0,1029,4893,0
578,1,1,1,0,29,1,1,2,1,1,0,0,0,1,0,1,0,1483,2920,0
582,0,1,0,0,34,1,1,2,0,0,1,0,1,0,0,1,0,1381,2992,1
584,0,0,0,0,23,1,0,0,2,2,2,2,2,2,0,1,1,333,4985,0
586,1,0,0,0,48,1,0,1,1,1,0,0,1,0,2,1,3,900,2900,0
587,1,0,1,1,45,1,0,0,2,2,2,2,2,2,1,0,1,335,6208,0
588,1,0,1,0,70,1,1,2,1,1,1,0,0,1,2,1,0,1568,5739,0
589,1,0,1,1,69,1,1,1,1,1,1,1,1,1,2,0,0,1405,5295,0
590,1,0,1,0,70,1,1,2,1,0,1,1,1,1,2,1,3,221,6047,0
591,1,0,1,1,41,1,1,0,2,2,2,2,2,2,1,0,0,394,326,0
592,1,0,1,1,60,1,1,1,1,1,1,0,1,1,2,0,3,1269,4515,0
593,1,0,0,0,24,1,0,2,1,1,1,0,0,0,0,1,3,1285,2085,0
597,1,0,0,0,34,1,1,1,0,0,0,1,0,1,0,0,1,943,2006,0
598,1,0,1,0,47,1,1,2,0,1,0,0,0,1,1,1,3,1404,3916,0
599,1,0,1,0,62,1,0,0,2,2,2,2,2,2,2,1,3,341,760,0
602,0,0,1,1,63,1,1,2,0,0,0,0,0,0,1,1,2,1096,4098,0
603,1,0,0,0,41,1,1,2,0,1,1,1,1,1,2,0,0,163,4154,0
604,0,0,0,0,26,1,1,2,1,0,1,1,1,1,1,1,2,179,3123,0
605,1,0,1,0,70,1,1,1,1,0,1,1,1,1,2,0,3,1332,4978,0
606,1,0,1,1,32,1,0,1,1,0,1,1,1,1,2,0,3,1224,2676,0
607,1,0,0,1,47,1,0,1,0,0,0,1,0,0,1,0,3,643,1996,0
608,1,0,1,1,70,1,1,2,1,1,1,1,1,1,2,0,2,256,6138,0
609,0,1,1,0,62,1,1,2,1,0,1,0,1,1,0,0,2,99,5368,1
610,1,0,1,1,72,0,2,1,0,1,0,0,0,0,0,1,0,448,2129,1
611,0,0,1,1,72,1,0,1,1,1,1,1,0,0,0,0,1,932,5280,1
612,1,0,0,1,63,1,0,0,2,2,2,2,2,2,2,0,1,344,647,0
613,0,1,0,0,39,1,1,2,1,1,1,0,1,1,1,1,3,184,4103,0
614,1,0,0,0,46,1,1,1,0,0,1,1,0,1,2,0,2,1009,2961,0
616,1,0,0,0,71,0,2,1,0,0,0,0,0,0,0,1,3,401,1430,0
617,0,1,0,0,63,1,1,2,0,0,1,1,1,1,1,1,3,52,5487,0
618,0,0,0,0,53,1,1,2,1,1,0,1,0,0,0,1,2,1349,4125,0
619,0,0,0,0,67,1,1,2,0,1,0,0,0,0,0,1,2,1175,4373,0
621,0,0,0,0,59,1,1,2,1,1,1,0,0,0,1,1,0,1437,4751,0
622,1,0,1,1,35,1,0,2,0,0,1,0,1,0,1,1,0,1300,2912,0
623,0,0,0,0,13,1,0,0,2,2,2,2,2,2,2,0,1,327,3471,0
624,0,0,0,0,67,1,0,0,2,2,2,2,2,2,0,0,2,333,666,1
625,0,0,1,0,18,1,0,2,0,0,0,1,1,1,0,1,0,1495,2033,0
626,1,0,1,0,16,1,1,2,0,1,1,0,0,0,0,0,0,1284,1571,0
627,0,1,1,0,63,1,1,2,0,1,1,0,1,1,1,0,3,86,5388,0
628,0,1,0,0,70,1,1,2,0,1,1,1,1,1,2,0,0,218,5993,0
629,1,1,1,0,44,1,1,2,0,1,0,0,0,1,0,0,3,1398,3876,1
630,1,1,1,1,38,1,1,2,0,1,1,1,1,1,0,1,2,202,3965,1
631,0,0,1,0,41,1,1,1,1,0,0,0,0,0,0,0,2,763,2124,0
632,1,0,1,1,70,1,1,1,1,1,1,1,1,1,2,0,3,1394,5242,0
634,0,0,0,0,35,0,2,1,1,0,0,1,1,1,1,1,2,754,1870,0
635,0,0,1,1,62,1,1,2,0,1,1,0,1,1,0,1,0,104,5491,1
636,1,0,0,0,25,1,0,2,0,0,1,1,1,1,2,0,2,1574,2704,0
637,0,0,1,0,65,1,1,1,1,1,1,1,0,0,2,0,3,1037,4161,0
638,1,1,1,1,52,1,1,2,1,0,1,0,1,1,1,1,2,85,4778,1
640,1,0,1,1,65,1,1,0,2,2,2,2,2,2,2,0,2,404,1088,0
641,0,0,1,1,38,1,0,1,0,0,0,0,1,0,0,0,0,786,2146,1
643,0,1,0,0,44,1,0,2,0,1,1,0,0,1,1,1,2,1394,3648,0
645,1,1,1,0,13,1,1,2,0,0,0,0,1,1,0,1,0,1483,1474,1
647,1,0,1,1,46,1,1,1,0,0,1,1,1,0,1,1,0,1012,2982,0
649,1,1,0,0,17,1,0,2,0,0,0,0,0,0,0,0,3,1019,1240,0
650,0,0,0,0,23,1,0,2,0,0,0,0,0,0,0,1,2,1010,1854,1
652,1,0,1,1,29,1,0,0,2,2,2,2,2,2,2,0,1,335,5235,0
654,0,1,0,0,71,1,0,0,2,2,2,2,2,2,0,0,0,326,1112,1
656,1,0,1,1,65,1,1,1,1,1,1,1,1,1,2,1,3,1374,5007,0
657,1,0,1,0,40,1,0,1,1,1,1,0,1,1,1,0,2,1180,3112,0
659,1,0,1,0,31,1,0,0,2,2,2,2,2,2,0,0,2,340,5484,0
660,0,0,0,0,34,0,2,1,0,0,0,0,0,0,0,1,1,381,6465,1
663,1,0,1,1,62,1,1,1,1,1,0,0,0,1,2,1,1,1010,3785,0
664,0,0,1,1,53,1,0,0,2,2,2,2,2,2,2,0,2,323,312,0
665,0,0,0,0,23,1,0,2,0,0,1,0,0,0,0,1,1,1106,2016,0
667,1,0,0,0,44,0,2,1,0,0,1,0,0,0,0,1,2,452,839,0
668,0,0,0,0,34,1,0,1,0,0,0,0,0,0,0,0,1,622,1508,1
669,0,0,1,0,68,0,2,1,0,1,1,1,1,1,2,0,2,811,3452,0
670,0,0,1,1,49,1,0,0,2,2,2,2,2,2,1,1,2,330,78,0
671,1,0,1,1,49,1,1,0,2,2,2,2,2,2,2,0,3,407,606,0
673,1,0,0,0,15,1,1,0,2,2,2,2,2,2,0,1,3,393,4180,0
674,1,1,0,0,48,0,2,1,0,1,0,0,1,1,0,1,0,663,2208,1
675,1,1,0,0,62,1,1,2,1,0,1,1,1,1,2,1,0,195,5642,0
676,0,0,0,0,43,1,1,0,2,2,2,2,2,2,1,0,2,387,374,0
678,1,0,0,0,23,1,1,2,0,1,1,0,1,1,0,0,1,149,2722,0
679,1,0,1,0,40,1,1,2,0,1,0,0,0,0,0,0,2,1232,3240,0
681,0,0,1,1,58,1,0,1,0,0,1,1,1,1,2,1,2,1087,3919,0
682,1,0,0,0,23,1,0,1,1,0,0,1,1,0,0,1,3,920,1553,0
683,0,1,0,0,35,1,1,2,0,0,1,1,1,1,1,1,3,69,3578,0
686,1,0,0,0,47,1,1,0,2,2,2,2,2,2,1,1,2,388,487,0
688,1,0,0,0,48,0,2,1,0,1,0,0,0,0,1,0,1,450,1095,0
689,1,0,0,0,47,1,1,2,0,0,0,0,0,1,0,0,2,1267,3543,0
691,1,0,1,1,25,1,1,1,1,1,0,1,0,1,1,1,2,1116,1979,0
692,1,0,0,1,42,1,0,0,2,2,2,2,2,2,1,0,3,344,29,0
693,0,0,0,0,23,1,1,2,0,0,0,0,0,0,0,1,3,1113,2350,1
694,0,1,0,0,15,1,0,0,2,2,2,2,2,2,1,1,1,334,3562,0
696,1,0,1,0,70,1,1,1,0,1,1,1,1,1,2,1,2,1302,5107,0
697,1,0,1,1,23,1,0,1,0,0,1,0,0,0,0,1,0,683,1168,1
698,1,1,1,1,42,1,0,2,0,1,0,0,1,0,1,1,2,1298,3436,0
699,1,0,1,1,70,1,1,1,1,0,1,1,0,0,2,1,3,960,4066,0
700,1,0,1,1,63,1,1,1,0,0,1,0,1,0,2,1,2,901,3579,0
701,1,0,0,0,29,1,1,2,0,0,0,0,1,0,0,0,0,1262,2462,0
702,1,0,0,0,22,1,1,2,0,0,0,0,0,1,0,1,0,1297,2177,0
704,1,0,0,0,34,1,0,1,0,1,0,0,0,0,0,0,1,665,1707,0
705,0,0,0,0,18,1,0,2,1,1,0,0,0,0,0,1,2,1201,1643,1
706,0,0,0,0,62,1,0,1,1,1,0,1,0,0,2,1,1,839,3216,0
707,1,1,0,0,20,1,1,2,0,1,0,1,1,1,1,1,2,87,2559,0
708,1,0,1,0,22,1,0,2,0,0,1,0,0,0,0,1,3,1117,1899,0
709,1,0,1,1,22,1,1,1,0,1,1,0,1,1,0,0,3,1206,1847,0
711,0,0,1,0,13,1,0,2,0,0,1,1,0,0,0,1,1,1224,1179,0
712,0,0,0,0,54,1,1,0,2,2,2,2,2,2,2,1,3,390,936,0
714,1,0,1,0,70,1,1,0,2,2,2,2,2,2,2,0,1,404,1212,0
715,1,0,0,0,41,1,1,2,1,0,0,0,1,0,0,1,3,1380,3621,0
716,0,0,1,0,69,0,2,1,0,1,1,1,1,1,2,0,2,815,3541,0
717,1,0,0,0,26,1,1,2,0,0,0,0,0,1,0,1,2,1312,2318,0
718,0,0,0,0,19,0,2,1,0,0,1,0,1,1,0,1,3,687,509,0
719,1,1,1,0,65,1,1,2,0,0,1,0,0,0,0,1,3,1211,4626,0
721,1,0,1,1,58,1,0,0,2,2,2,2,2,2,2,0,3,344,561,0
722,0,0,1,1,34,1,1,2,0,0,0,0,0,1,0,1,0,1318,3267,1
723,1,0,0,0,23,1,0,1,0,0,0,0,0,0,0,1,0,616,747,1
724,1,1,1,0,27,1,1,2,0,0,0,0,1,1,0,1,0,1482,2702,1
725,1,1,1,0,72,1,0,0,2,2,2,2,2,2,0,1,1,358,1672,0
726,0,0,0,0,15,1,1,0,2,2,2,2,2,2,2,0,1,420,4948,0
727,0,0,1,1,45,1,0,2,0,0,0,0,1,0,0,1,0,1221,3081,0
728,0,1,0,0,24,1,1,2,1,1,1,0,0,0,0,0,3,1431,2397,1
729,1,0,0,0,62,1,1,1,0,1,1,1,0,1,2,1,3,1095,4061,0
730,0,0,0,0,40,1,1,2,0,0,1,1,0,0,0,1,0,1344,3368,1
731,1,0,0,0,45,1,0,0,2,2,2,2,2,2,0,0,1,340,6371,0
732,1,0,1,1,18,1,0,2,0,1,0,0,0,0,0,1,0,1121,1500,0
733,0,0,1,1,70,1,1,2,1,0,0,0,0,0,2,0,2,1185,4733,0
734,0,0,1,0,20,1,1,2,0,0,1,0,0,1,0,0,2,1400,2070,0
735,1,0,1,1,26,0,2,1,0,0,1,0,1,1,0,0,3,692,1135,0
736,0,0,0,0,24,1,1,2,0,1,1,1,1,1,1,0,3,196,2888,0
737,1,0,1,0,68,1,0,2,1,1,1,1,0,1,2,0,3,20,5561,0
738,1,1,0,0,37,1,1,2,0,1,0,0,0,0,0,1,2,1191,2902,0
739,0,1,1,0,70,1,1,1,1,1,1,1,1,1,2,1,2,1394,5315,0
740,0,0,0,0,42,1,1,1,1,0,1,1,0,0,2,1,1,932,2487,0
743,0,0,1,1,58,1,1,0,2,2,2,2,2,2,2,1,1,378,990,0
744,0,0,0,0,45,1,0,1,0,0,0,0,0,0,0,1,3,590,1650,0
745,0,1,1,0,70,1,1,2,0,1,1,1,1,1,2,1,3,203,5954,0
746,1,1,1,1,70,1,1,2,1,1,1,1,1,1,2,1,2,263,6098,0
747,0,1,0,0,23,1,0,2,0,0,1,0,0,0,0,0,1,1112,1653,0
748,1,0,1,0,43,1,0,0,2,2,2,2,2,2,2,0,1,318,6227,0
749,0,0,0,0,60,1,0,2,0,0,1,1,1,0,1,1,3,1398,4795,0
750,0,0,0,0,20,1,0,1,1,1,0,0,0,0,0,1,1,797,1134,0
751,1,0,1,1,68,1,0,1,1,1,1,0,1,1,2,1,3,1207,4639,0
752,1,0,1,1,67,1,0,1,1,0,1,1,0,1,0,1,3,1045,4329,0
755,1,1,0,0,13,1,1,2,0,0,1,0,1,1,0,1,0,1557,1404,1
756,1,0,0,0,63,1,0,0,2,2,2,2,2,2,2,0,2,327,464,0
757,0,0,0,0,23,1,0,0,2,2,2,2,2,2,0,0,1,330,4702,0
759,0,0,1,1,70,1,1,2,1,1,0,1,0,0,2,1,2,1404,5243,0
761,0,0,0,0,15,1,0,2,0,0,0,0,1,1,0,0,0,1382,1506,1
762,1,0,1,0,23,1,0,2,0,0,0,0,0,0,0,1,0,1025,1709,1
763,0,0,1,1,70,1,1,1,1,0,1,1,0,0,2,0,2,966,4028,0
764,1,0,1,1,62,1,0,0,2,2,2,2,2,2,2,0,1,331,534,0
766,1,0,0,0,15,1,1,2,0,1,0,0,0,0,0,1,1,1181,1059,0
768,1,0,0,0,36,1,0,2,0,0,0,1,0,0,0,1,0,1096,2680,0
773,0,0,1,0,45,1,0,2,1,0,1,0,0,1,0,1,1,1375,3868,1
774,1,0,1,0,27,1,0,2,0,0,1,0,1,1,1,1,0,1508,2639,1
775,0,0,1,0,70,1,1,2,1,1,1,0,1,1,2,1,3,200,6046,0
776,0,0,1,1,23,0,2,1,0,1,0,0,0,1,0,0,1,552,6369,0
778,0,0,1,0,55,1,1,2,1,1,1,1,0,1,1,1,3,134,5020,0
780,1,0,1,1,69,1,0,1,0,1,0,1,1,1,2,1,3,1079,4332,0
781,0,0,1,1,45,1,0,1,0,0,0,0,0,0,0,0,1,605,1825,0
782,1,0,1,1,20,1,0,1,1,1,0,0,0,0,0,1,3,758,928,0
784,1,0,0,1,60,0,2,1,1,1,0,1,0,0,1,1,2,557,2239,0
785,0,1,0,0,41,1,1,2,1,1,1,0,1,1,1,1,0,188,4121,1
786,1,0,1,1,70,1,1,1,1,0,0,0,0,0,2,0,2,769,3402,0
787,0,0,1,0,28,1,1,1,1,0,0,1,0,0,0,1,2,864,1630,0
788,0,0,1,1,17,1,1,1,1,1,0,0,1,1,1,0,0,1172,1385,0
789,1,0,0,0,70,1,1,1,1,1,1,1,0,0,2,0,2,1012,4159,0
790,0,0,1,1,57,0,2,1,1,0,1,1,1,1,2,0,3,844,3109,0
791,1,0,0,0,65,1,1,1,1,1,1,0,0,1,1,1,3,1148,4253,0
792,0,0,1,1,71,1,0,0,2,2,2,2,2,2,2,1,1,330,848,0
793,0,0,0,1,28,1,0,1,1,0,1,1,1,0,2,0,3,975,1973,0
794,0,0,0,0,56,0,2,1,0,0,0,0,1,1,0,0,3,609,2578,0
796,1,0,0,0,25,1,1,2,0,0,0,1,0,0,1,0,3,1238,2201,0
797,0,0,1,1,13,1,1,0,2,2,2,2,2,2,0,1,2,407,4288,0
799,1,0,0,0,59,1,1,2,0,0,1,0,1,1,1,1,0,1526,4997,1
800,0,1,1,0,68,1,1,2,0,0,0,0,0,0,2,1,3,1124,4501,0
802,1,0,1,1,33,1,1,0,2,2,2,2,2,2,2,1,1,372,6335,0
803,0,0,1,0,41,1,0,1,0,1,0,1,1,0,2,1,3,916,2606,0
804,1,0,0,0,56,1,0,2,0,1,0,0,1,0,0,1,0,1306,4131,1
805,0,0,1,1,70,1,1,1,0,0,1,0,1,1,2,1,2,1146,4540,0
807,1,0,1,0,69,1,1,2,1,0,1,1,1,1,2,1,3,161,5834,0
808,1,0,1,0,35,1,1,2,0,1,0,0,1,1,0,1,0,25,3505,1
810,1,0,0,0,54,1,1,2,0,1,1,0,1,1,1,1,2,60,4925,1
811,1,0,0,0,68,1,1,2,1,0,0,1,1,1,2,1,3,74,5643,1
812,0,0,1,0,37,1,1,0,2,2,2,2,2,2,2,0,0,401,206,0
813,1,0,1,1,28,0,2,1,1,0,0,0,0,0,1,0,2,456,6414,0
814,1,1,0,0,45,1,0,0,2,2,2,2,2,2,0,0,2,334,6419,0
815,0,0,0,0,18,1,1,2,0,0,0,0,1,0,0,1,1,1291,1714,0
817,0,0,1,1,51,1,0,2,0,1,1,1,1,1,1,1,2,68,4679,0
818,1,0,1,0,14,1,1,2,0,1,1,1,1,1,0,1,0,209,1952,1
819,1,0,1,0,68,1,1,2,1,1,0,1,0,0,2,1,3,1357,4903,0
820,0,0,1,0,58,1,1,2,0,0,1,1,1,1,0,1,0,121,5348,0
821,1,0,1,1,38,1,0,1,1,0,1,1,1,1,2,1,3,1187,3088,0
822,1,0,0,0,42,1,1,2,0,1,1,0,1,1,1,1,0,57,4130,0
823,1,0,0,0,45,1,0,1,0,0,1,1,1,0,0,1,3,911,2760,0
824,0,0,0,0,59,1,1,0,2,2,2,2,2,2,2,1,3,412,1011,0
826,1,1,1,0,67,1,1,2,0,0,0,0,1,1,0,1,2,1504,5178,1
828,1,0,1,1,57,1,0,2,0,1,1,0,1,0,1,0,0,1416,4531,1
829,1,0,1,1,28,0,2,1,0,0,1,1,1,0,0,1,0,606,821,0
830,0,0,1,0,46,1,1,2,1,1,0,1,1,1,1,0,0,161,4647,1
831,1,0,1,1,32,1,1,0,2,2,2,2,2,2,2,0,3,397,6473,0
832,0,0,1,1,68,1,0,1,1,1,1,1,0,1,1,0,3,1093,4374,0
833,0,0,1,1,31,1,1,2,0,1,0,0,1,0,0,1,0,1373,2898,0
834,0,1,0,0,34,1,0,2,0,0,0,0,1,0,0,1,0,1181,2524,1
835,1,1,1,1,57,1,1,2,1,1,0,0,0,1,0,1,0,1457,4765,0
836,1,0,1,1,59,1,0,1,1,0,1,1,0,1,1,0,3,1046,3804,0
838,1,0,0,0,30,1,0,1,1,0,1,1,1,1,0,1,3,1188,2466,0
839,1,0,0,0,39,1,0,0,2,2,2,2,2,2,2,0,3,341,6336,0
840,0,1,0,0,51,1,1,2,0,0,1,0,1,1,1,1,0,0,4574,1
841,0,0,1,0,70,1,1,2,1,0,1,0,1,1,2,1,3,94,5817,0
846,0,0,0,0,62,1,0,1,1,1,1,1,1,1,2,1,2,1296,4533,0
848,1,0,1,0,70,1,1,1,1,1,1,1,1,1,2,1,3,1436,5366,0
849,0,0,1,1,70,1,1,1,1,1,1,1,1,1,2,0,3,1393,5214,0
850,0,0,1,1,70,1,1,2,1,1,1,1,1,1,2,1,2,274,6200,0
851,1,0,0,1,48,1,1,1,1,1,0,1,1,1,2,1,1,1302,3790,0
853,0,0,0,0,45,1,0,1,1,0,0,1,1,0,0,1,0,919,3051,0
854,0,0,0,0,65,1,0,0,2,2,2,2,2,2,2,0,3,343,786,0
855,0,0,0,1,59,1,1,2,0,0,1,0,1,1,1,1,0,3,5167,1
856,1,0,0,0,70,1,1,1,1,1,0,1,1,1,2,0,3,1320,5100,0
858,0,0,1,0,63,1,1,2,1,1,0,1,0,0,1,0,0,1377,4839,0
859,1,0,1,1,70,0,2,1,1,1,1,1,1,1,2,1,3,928,3993,0
860,1,0,0,0,19,1,0,0,2,2,2,2,2,2,1,0,3,329,3890,0
861,1,0,1,1,61,1,1,2,1,0,1,0,0,1,2,0,2,1460,4799,0
862,1,1,1,0,13,1,0,2,0,1,0,0,0,0,0,1,0,1084,858,1
863,0,0,0,0,23,1,0,2,0,1,0,0,1,1,0,1,0,1494,2667,1
864,1,0,0,0,15,1,1,2,0,0,0,0,1,1,0,1,3,1485,1734,1
865,1,0,1,0,34,1,0,2,0,0,1,1,0,0,0,1,1,1216,2772,1
